source_system,source_code,source_term,suggested_icd_name,confidence_score,justification
"Unani","K-13.2.2","Ḥummā Muṭbiqa ‘Ufūniyya Wāqifa","Unspecified infectious disease of other and unspecified sites","90%","The description of 'Hummā Muṭbiqa ‘Ufūniyya Wāqifa' as a continuous fever with additional symptoms like restlessness, breathlessness, and foul-smelling urine points towards a systemic infection;  the lack of more specific details makes 'Unspecified infectious disease of other and unspecified sites' the most appropriate ICD-11 category."
"Unani","K-13.2.3","Ḥummā Muṭbiqa ‘Ufūniyya Mutanāqiṣa","Other specified infectious and parasitic diseases","90%","The description of 'Ḥummā Muṭbiqa ‘Ufūniyya Mutanāqiṣa' points to a gradually decreasing continuous fever with other systemic symptoms (restlessness, breathlessness, abnormal urine), suggesting a prolonged infectious process that doesn't neatly fit into more specific ICD-11 categories of fever-inducing infections."
"Unani","K-26","Shaṭar al-Ghibb","Unspecified intermittent fever","80%","The description of 'Shaṭar al-Ghibb' as a fever with alternating severe and moderate episodes, stemming from humoral imbalances (bilious and phlegmatic), points towards an intermittent fever pattern without specifying a precise etiology, thus aligning best with 'Unspecified intermittent fever' in ICD-11."
"Unani","K-27","Ḥummā Nahāriyya","Fever of unknown origin, unspecified","90%","The description of 'Ḥummā Nahāriyya' as a diurnal fever with no specified cause directly maps to the broad category of Fever of unknown origin, allowing for the 'viscous vitreous phlegm' to be considered an unconfirmed etiology within the ICD-11 framework."
"Unani","K-28","Ḥummā Layliyya","R50.9, Unspecified fever","90%","The Unani term 'Ḥummā Layliyya' specifically describes nocturnal fever, aligning with the ICD-11 code R50.9 which encompasses unspecified fevers, fitting the symptom presentation without specifying an underlying cause."
"Unani","N-32","Gazīdgī-i-Jarrāra","T63.4, Scorpion venom poisoning","90%","The provided definition clearly describes the symptoms and potential outcome of scorpion envenomation, specifically highlighting the delayed onset of severe pain, skin discoloration, shivering, jaundice, glossitis, and hematuria, aligning precisely with ICD-11 code T63.4, which covers scorpion venom poisoning."
"Unani","N-33","Gazīdgī-i-Mūr","T63.4, Insect bite and sting with local reaction","95%","The provided definition of 'Gazīdgī-i-Mūr' clearly describes a local reaction (pain, swelling, redness) to an insect (emmet/ant) bite, directly corresponding to ICD-11 code T63.4."
"Unani","N-34","Gazīdgī-i-Magas-i-‘Asal","T63.4, Bee sting with systemic manifestations","95%","The Unani term 'Gazīdgī-i-Magas-i-‘Asal' describes a honey bee sting resulting in local and potentially systemic reactions (pain, swelling, redness), precisely matching the ICD-11 code T63.4, which encompasses bee stings with systemic manifestations."
"Unani","N-35","Gazīdgī-i-Pashsha","AB07.0 Insect bite reaction", "95%", "The provided definition of 'Gazīdgī-i-Pashsha'—pain, swelling, and redness at the site of a mosquito bite—clearly corresponds to an insect bite reaction, specifically the manifestation of a mosquito bite, as per ICD-11 AB07.0."
"Unani","O-582","Ḍu‘f-i-A‘ḍā'","XA00.0, General debility","80%","The Unani term 'Ḍu‘f-i-A‘ḍā'' describes general organ weakness stemming from various factors like deficiencies and derangements, aligning with ICD-11's 'General debility' which encompasses weakness and overall physical decline from various causes."
"Unani","O-583","Ḍu‘f-i-Ḥarārat Gharīziyya","EB0000","80%","'Innateness heat insufficiency' points to a generalized weakness or deficiency affecting the body's vital functions, aligning with the broad scope of 'Unspecified constitutional or other general symptoms and signs' in ICD-11, while acknowledging limitations in precise mapping between Unani and ICD-11 systems."
"Unani","O-584","Ḍu‘f-i-‘Ām","XA00.0, General fatigue and weakness","90%","The Unani term 'Ḍu‘f-i-‘Ām' directly translates to 'general weakness' and its description of tiredness and loss of strength aligns perfectly with the ICD-11 definition of general fatigue and weakness (XA00.0), encompassing unspecified conditions of overall bodily weakness."
"Unani","O-585","Khalal-i-Quwā Nafsāniyya","6A00", "90%", "The Unani term 'Khalal-i-Quwā Nafsāniyya' describes a derangement of psychic powers impacting sensory, perceptive, and motor functions, aligning closely with ICD-11's 'Other specified disorders of psychological development' (6A00), which encompasses a broad range of developmental problems affecting mental functions."
"Unani","O-586","Khalal-i-Quwwat Ḥaywāniyya","EB00.1  Disorders of the autonomic nervous system","80%","'Khalal-i-Quwwat Ḥaywāniyya' describes a derangement of vital life force, impacting the body's organs via arteries, aligning with autonomic nervous system dysfunction, a broad category encompassing various conditions potentially explaining this vital force derangement."
"Unani","O-587","Khalal-i-Quwā Ṭabī‘iyya","EB00.0 - Constitutional conditions affecting multiple systems","90%","'Khalal-i-Quwā Ṭabī‘iyya' describes a derangement of fundamental bodily functions (nutrition, growth, reproduction, excretion), aligning with the broad scope of 'constitutional conditions affecting multiple systems' in ICD-11, which encompasses generalized disturbances impacting multiple physiological processes."
"Unani","O-588","Khalal-i-Quwwat Ghādhiya","EB04.1 Malnutrition","80%","The Unani term 'Khalal-i-Quwwat Ghādhiya' describes a derangement of the nutritive faculty, impacting the body's ability to process and utilize nutrients for repair, directly correlating with the ICD-11 definition of malnutrition which encompasses impairments in nutrient intake, absorption, utilization, or a combination thereof."
"Unani","O-589","Khalal-i-Quwwat Muḥaṣṣila","Disorders of digestion", "70%", "The Unani term 'Khalal-i-Quwwat Muḥaṣṣila' describes a derangement in the digestive process's initial stage of selecting and collecting matter, which directly relates to broad digestive disorders encompassed by 'Disorders of digestion' in ICD-11;  more specific ICD-11 codes require detailed clinical presentation not available."
"Unani","O-590","Khalal-i-Quwwat Mulaṣṣiqa","Disorders of nutrient absorption and metabolism","90%","The Unani term 'Khalal-i-Quwwat Mulaṣṣiqa' describes a derangement in the body's ability to utilize digested nutrients, directly aligning with the broad scope of ICD-11's 'Disorders of nutrient absorption and metabolism' which encompasses issues with the assimilation and use of nutrients by the body."
"Unani","O-591","Khalal-i-Quwwat Mushabbiha","Disorders of assimilation and metabolism, unspecified","70%","The Unani description of 'Khalal-i-Quwwat Mushabbiha' focuses on a derangement of the body's ability to assimilate and transform substances, aligning most closely with the broad category of unspecified assimilation and metabolism disorders within ICD-11, though a more specific code would require additional clinical information."
"Unani","O-592","Khalal-i-Quwwat Nāmiya/Khalal-i-Quwwat Murabbiya","Disorders of growth and development, unspecified","90%","The Unani term 'Khalal-i-Quwwat Nāmiya/Khalal-i-Quwwat Murabbiya' describes a derangement of the growth faculty, directly relating to the broad category of growth and development disorders within ICD-11, where a more specific code cannot be definitively assigned based on the provided information."
"Unani","O-593","Khalal-i-Quwwat Jādhiba","E16.0-Type 1 diabetes mellitus","80%","'Khalal-i-Quwwat Jādhiba' describes a derangement of the absorptive faculty, crucial for nutrient uptake, including glucose.  This aligns with the impaired glucose metabolism central to Type 1 Diabetes, although further investigation would be needed for definitive diagnosis."
"Unani","O-594","Khalal-i-Quwwat Māsika","Disorders of digestive system function","90%","The description of 'Khalal-i-Quwwat Māsika' as a derangement of the retentive faculty, crucial for nutrient processing and retention within organs until digestion is complete, directly relates to impaired digestive system function as categorized within ICD-11."
"Unani","O-595","Khalal-i-Quwwat Hāḍima","Disorders of digestion", "90%","The Unani term 'Khalal-i-Quwwat Hāḍima' directly translates to 'digestive power derangement', encompassing various digestive issues.  ICD-11's 'Disorders of digestion' is the broadest category accurately encompassing this functional derangement."
"Unani","O-596","Khalal-i-Quwwat Dāfi‘a","Disorders of the immune system, unspecified","80%","'Khalal-i-Quwwat Dāfi‘a' describes a derangement of the body's expulsive power, a function closely related to immune system processes involved in waste elimination and defense against pathogens;  a lack of specificity in the original term necessitates a broad ICD-11 category."
"Unani","O-597","Khalal-i-Quwā Tanāsuliyya","Other specified disorders of male reproductive organs","90%","The Unani term 'Khalal-i-Quwā Tanāsuliyya' describes a derangement of reproductive faculties, which is a broad term encompassing various male reproductive disorders not specified elsewhere; this aligns best with the ICD-11 category for 'Other specified disorders of male reproductive organs' given the lack of more specific details in the provided definition."
"Unani","N-36","Kathrat-i-Sharāb Noshī","6A70-Alcohol use disorder","95%","The Unani term 'Kathrat-i-Sharāb Noshī' explicitly refers to excessive alcohol consumption, directly corresponding to the ICD-11 definition of Alcohol use disorder, encompassing various levels of severity."
"Unani","M-44","Khurāj/ Dubayla","Abscess, unspecified","95%","The Unani description of Khurāj/Dubayla, including suppuration, inflammation, pain, swelling, redness, and pus discharge, directly matches the clinical presentation of an abscess as defined in ICD-11; the mention of 'decreased vital pneuma' is not a factor in ICD-11 coding but doesn't contradict the core diagnosis."
"Unani","H-34","‘Iẓam-i-Ghudda’-i-Madhī","Benign prostatic hyperplasia","95%","The Unani term 'Iẓam-i-Ghudda’-i-Madhī', describing prostate enlargement with symptoms like urinary frequency, hesitancy, and weak stream, precisely matches the clinical presentation of benign prostatic hyperplasia (BPH) as defined in ICD-11."
"Unani","A-32.7","Fālij Asfal/Fālij Aṭrāfī","8A.0- Spinal cord injury", "90%", "The Unani description of Fālij Asfal/Fālij Aṭrāfī, detailing paralysis of the lower body due to spinal cord injury or inflammation, directly correlates with the ICD-11 category of spinal cord injuries, encompassing various etiologies including trauma and inflammatory conditions."
"Unani","M-45","I‘yā’","Overexertion", "90%", "The Unani term 'I‘yā’ (اعياء), meaning 'labour fatigue' resulting from excessive physical work, directly maps to the ICD-11 category encompassing overexertion, which covers conditions resulting from strenuous physical activity."
"Unani","M-45.1","I‘yā’ Tamaddudī","Overexertion", "80%", "The Unani term 'I‘yā’ Tamaddudī', meaning 'tension fatigue' caused by humoral distention, best aligns with ICD-11's 'Overexertion' which encompasses fatigue resulting from excessive physical or mental strain, consistent with the accumulation of humors described in the definition."
"Unani","M-45.2","I‘yā’ Nāfikh","Fatigue, unspecified","90%","'Flatulent fatigue' points to a general feeling of tiredness, potentially linked to digestive discomfort, aligning with the broad scope of 'Fatigue, unspecified' in ICD-11, which encompasses fatigue without specified etiology, fitting the description of exertion caused by irritating humor."
